,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,case_id,num_classes,classes
487,487,487,487,case_2487,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
538,538,538,538,case_2538,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
966,966,966,966,case_2966,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
967,967,967,967,case_2967,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
969,969,969,969,case_2969,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
62,62,62,62,case_2062,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
63,63,63,63,case_2063,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
174,174,174,174,case_2174,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
176,176,176,176,case_2176,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
168,168,168,168,case_2168,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
4,4,4,4,case_2004,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
5,5,5,5,case_2005,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
7,7,7,7,case_2007,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
8,8,8,8,case_2008,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
9,9,9,9,case_2009,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1029,1029,1029,1029,case_5335,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1027,1027,1027,1027,case_5329,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
963,963,963,963,case_2963,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1010,1010,1010,1010,case_5058,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1011,1011,1011,1011,case_5063,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1012,1012,1012,1012,case_5072,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
2,2,2,2,case_2002,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1035,1035,1035,1035,case_7764,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
14,14,14,14,case_2014,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
16,16,16,16,case_2016,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
3,3,3,3,case_2003,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
23,23,23,23,case_2023,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
1019,1019,1019,1019,case_5304,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1020,1020,1020,1020,case_5305,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1021,1021,1021,1021,case_5309,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1022,1022,1022,1022,case_5315,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
0,0,0,0,case_2000,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1024,1024,1024,1024,case_5317,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
1025,1025,1025,1025,case_5319,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
685,685,685,685,case_2685,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
688,688,688,688,case_2688,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
755,755,755,755,case_2755,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
757,757,757,757,case_2757,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
759,759,759,759,case_2759,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
753,753,753,753,case_2753,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
738,738,738,738,case_2738,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
745,745,745,745,case_2745,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
252,252,252,252,case_2252,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
243,243,243,243,case_2243,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
234,234,234,234,case_2234,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
235,235,235,235,case_2235,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
700,700,700,700,case_2700,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
702,702,702,702,case_2702,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
694,694,694,694,case_2694,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
683,683,683,683,case_2683,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
147,147,147,147,case_2147,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
149,149,149,149,case_2149,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
151,151,151,151,case_2151,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
153,153,153,153,case_2153,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
138,138,138,138,case_2138,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
145,145,145,145,case_2145,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
137,137,137,137,case_2137,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
251,251,251,251,case_2251,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
66,66,66,66,case_2066,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
69,69,69,69,case_2069,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
73,73,73,73,case_2073,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
731,731,731,731,case_2731,26,"[24, 29, 50, 53, 63, 85, 97, 103, 112, 113, 114, 116, 130, 146, 152, 153, 155, 175, 176, 180, 188, 204, 223, 230, 242, 247]"
735,735,735,735,case_2735,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
737,737,737,737,case_2737,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
156,156,156,156,case_2156,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
146,146,146,146,case_2146,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
987,987,987,987,case_2987,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
278,278,278,278,case_2278,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
279,279,279,279,case_2279,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
280,280,280,280,case_2280,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
266,266,266,266,case_2266,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
269,269,269,269,case_2269,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
270,270,270,270,case_2270,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
271,271,271,271,case_2271,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
948,948,948,948,case_2948,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
949,949,949,949,case_2949,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
951,951,951,951,case_2951,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
952,952,952,952,case_2952,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
944,944,944,944,case_2944,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
930,930,930,930,case_2930,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
935,935,935,935,case_2935,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
986,986,986,986,case_2986,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
277,277,277,277,case_2277,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
955,955,955,955,case_2955,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
956,956,956,956,case_2956,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
958,958,958,958,case_2958,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
959,959,959,959,case_2959,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
960,960,960,960,case_2960,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
961,961,961,961,case_2961,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
947,947,947,947,case_2947,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
794,794,794,794,case_2794,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
795,795,795,795,case_2795,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
232,232,232,232,case_2232,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
282,282,282,282,case_2282,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
284,284,284,284,case_2284,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
274,274,274,274,case_2274,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
275,275,275,275,case_2275,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
276,276,276,276,case_2276,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
921,921,921,921,case_2921,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
906,906,906,906,case_2906,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
898,898,898,898,case_2898,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
899,899,899,899,case_2899,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
900,900,900,900,case_2900,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
901,901,901,901,case_2901,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
903,903,903,903,case_2903,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
904,904,904,904,case_2904,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
622,622,622,622,case_2622,26,"[24, 29, 50, 53, 63, 85, 97, 103, 112, 113, 114, 116, 130, 146, 152, 153, 155, 175, 176, 180, 188, 204, 223, 230, 242, 247]"
623,623,623,623,case_2623,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
610,610,610,610,case_2610,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
614,614,614,614,case_2614,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
616,616,616,616,case_2616,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
617,617,617,617,case_2617,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
659,659,659,659,case_2659,26,"[24, 29, 50, 53, 63, 85, 97, 103, 112, 113, 114, 116, 130, 146, 152, 153, 155, 175, 176, 180, 188, 204, 223, 230, 242, 247]"
651,651,651,651,case_2651,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
926,926,926,926,case_2926,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
914,914,914,914,case_2914,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
915,915,915,915,case_2915,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
916,916,916,916,case_2916,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
833,833,833,833,case_2833,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
819,819,819,819,case_2819,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
618,618,618,618,case_2618,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
619,619,619,619,case_2619,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
272,272,272,272,case_2272,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
273,273,273,273,case_2273,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
260,260,260,260,case_2260,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
317,317,317,317,case_2317,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
318,318,318,318,case_2318,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
320,320,320,320,case_2320,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
321,321,321,321,case_2321,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
922,922,922,922,case_2922,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
565,565,565,565,case_2565,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
567,567,567,567,case_2567,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
568,568,568,568,case_2568,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
559,559,559,559,case_2559,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
546,546,546,546,case_2546,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
549,549,549,549,case_2549,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
602,602,602,602,case_2602,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
603,603,603,603,case_2603,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
778,778,778,778,case_2778,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
780,780,780,780,case_2780,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
783,783,783,783,case_2783,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
784,784,784,784,case_2784,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
785,785,785,785,case_2785,26,"[24, 29, 50, 53, 63, 70, 85, 97, 103, 113, 114, 116, 130, 146, 153, 155, 175, 176, 180, 188, 197, 221, 223, 230, 242, 247]"
776,776,776,776,case_2776,26,"[24, 29, 41, 50, 53, 63, 70, 85, 97, 103, 114, 116, 130, 146, 153, 155, 175, 176, 180, 197, 221, 223, 230, 238, 242, 247]"
